likesCount,ownerUsername,postUrl,text,timestamp,cleaned_comment,cleaned_comment_with_text_emojis,translated_comments
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/Cs0h686raiJ/,"@yuyuka426 🔰🚗お陰さまでワタシは運転せず助手席でラクチンに参加させていただきました♪
皆さまに感謝です〜✨✨
チンク並びも😍😍でした〜💕",2023-05-29T11:13:54.000Z,yuyuka お陰さまでワタシは運転せず助手席でラクチンに参加させていただきました 皆さまに感謝です チンク並びも でした,yuyuka japanese symbol beginner automobile お陰さまでワタシは運転せず助手席でラクチンに参加させていただきました 皆さまに感謝です sparkle sparkle チンク並びも smiling face heart eye smiling face heart eye でした two heart,"Thanks to yuyuka, I was able to take part in this event without having to drive and without having to sit in the passenger seat."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/Cs0h686raiJ/,@topolina_rossa マリケル許可🉑出たので〜ミヤケンさん🎶よろしくお願いしまーす✨✨,2023-05-29T11:15:18.000Z,topolina rossa マリケル許可 出たので ミヤケンさん よろしくお願いしまーす,topolina rossa マリケル許可 japanese acceptable button 出たので ミヤケンさん musical note よろしくお願いしまーす sparkle sparkle,topolina rossa Maricel permission has been granted.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/Cs0h686raiJ/,"@imaimaquen さん主催の🚗🚙テキトーミーティングでも
@topolina_rossa 🕺マリケルきっと飛んでくれますよー🤣",2023-05-29T11:21:05.000Z,imaimaquen さん主催の テキトーミーティングでも topolina rossa マリケルきっと飛んでくれますよー,imaimaquen さん主催の automobile sport utility vehicle テキトーミーティングでも topolina rossa man dancing マリケルきっと飛んでくれますよー rolling floor laughing,topolina rossa marichelle will surely fly at the textile meeting organised by imaimaquen!
2.0,imaimaquen,https://www.instagram.com/p/Cs0h686raiJ/,@fiat_dolcevita ホントにマリケルは飛べるのかっ😱,2023-05-29T11:22:09.000Z,fiat dolcevita ホントにマリケルは飛べるのかっ,fiat dolcevita ホントにマリケルは飛べるのかっ face screaming fear,fiat dolcevita Can Maricel really fly?
2.0,fiat_500c_dolcevita,https://www.instagram.com/p/Cs0h686raiJ/,@imaimaquen 間違いなく飛べます👍👍,2023-05-29T11:23:02.000Z,imaimaquen 間違いなく飛べます,imaimaquen 間違いなく飛べます thumb thumb,imaimaquen Definitely flyable.
2.0,topolina_rossa,https://www.instagram.com/p/Cs0h686raiJ/,@fiat_dolcevita 飛びます🕺🔥飛びます🕺🔥,2023-05-29T11:40:42.000Z,fiat dolcevita 飛びます 飛びます,fiat dolcevita 飛びます man dancing fire 飛びます man dancing fire,"fiat dolcevita Fly over, fly over."
2.0,imaimaquen,https://www.instagram.com/p/Cs0h686raiJ/,@topolina_rossa あ、ジローさんね😂,2023-05-29T11:41:17.000Z,topolina rossa あ ジローさんね,topolina rossa あ ジローさんね face tear joy,"topolina rossa Oh, you must be Giraud."
1.0,kagetora_500,https://www.instagram.com/p/Cs0h686raiJ/,"御参加ありがとうございました😊
ちびどるちぇちゃん しっかり運転出来てましたよ！👍",2023-05-29T11:42:37.000Z,御参加ありがとうございました ちびどるちぇちゃん しっかり運転出来てましたよ,御参加ありがとうございました smiling face smiling eye ちびどるちぇちゃん しっかり運転出来てましたよ thumb,Thank you very much for your participation.
1.0,topolina_rossa,https://www.instagram.com/p/Cs0h686raiJ/,@imaimaquen YES！マリケル🕺🔥,2023-05-29T11:44:14.000Z,imaimaquen yes マリケル,imaimaquen yes マリケル man dancing fire,imaimaquen yes Marikel.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/Cs0h686raiJ/,"@kagetora_500 さ〜ん🇮🇹楽しい会を開いてくださりありがとうございました🤗
帰り道ビュイーン🚗💨と過ぎていく姿カッコ良かったですー😍",2023-05-29T11:46:57.000Z,kagetora さ ん 楽しい会を開いてくださりありがとうございました 帰り道ビュイーン と過ぎていく姿カッコ良かったですー,kagetora さ ん italy 楽しい会を開いてくださりありがとうございました smiling face open hand 帰り道ビュイーン automobile dashing away と過ぎていく姿カッコ良かったですー smiling face heart eye,"Thank you, kagetora, for organising such a fun meeting! It was cool to see you fly past on your way home!"
1.0,naomint.13,https://www.instagram.com/p/Cs0h686raiJ/,"@fiat_dolcevita 
ホントに色々ありがとうございます💓",2023-05-30T00:16:51.000Z,fiat dolcevita ホントに色々ありがとうございます,fiat dolcevita ホントに色々ありがとうございます beating heart,fiat dolcevita Thank you so much for everything.
1.0,misalunlun,https://www.instagram.com/p/Cs0h686raiJ/,💚🤍❤️12台ずつってのが、また凄いですね〜😍,2023-05-30T02:32:09.000Z,台ずつってのが また凄いですね,green heart white heart red heart 台ずつってのが また凄いですね smiling face heart eye,"And it's amazing how many of them there are, one at a time."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/Cs0h686raiJ/,@misalunlun それぞれのリーダーさんのお陰です💚🤍❤️,2023-05-30T04:00:52.000Z,misalunlun それぞれのリーダーさんのお陰です,misalunlun それぞれのリーダーさんのお陰です green heart white heart red heart,MISALUNLUN Thanks to each leader.
1.0,misalunlun,https://www.instagram.com/p/Cs0h686raiJ/,@fiat_dolcevita 💚🤍❤️😊👍,2023-05-30T07:47:13.000Z,fiat dolcevita,fiat dolcevita green heart white heart red heart smiling face smiling eye thumb,fiat dolcevita
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/Cs0h686raiJ/,@naomint.13 💚こちらこそです😊ありがとうございます🤗,2023-05-30T09:24:09.000Z,naomint こちらこそです ありがとうございます,naomint green heart こちらこそです smiling face smiling eye ありがとうございます smiling face open hand,NAOMINT My pleasure. Thank you.
1.0,amberwielenga,https://www.instagram.com/p/C14nnT2Ccgv/,🔥🔥🔥🔥,2024-01-09T16:03:19.000Z,,fire fire fire fire,
1.0,joseafz1,https://www.instagram.com/p/C3cxmwINg3f/,🔥🔥🔥,2024-02-17T13:59:04.000Z,,fire fire fire,
0.0,ink.laxman4,https://www.instagram.com/p/CqnF4RbtYsE/,🇸 🇪 🇳 🇩 📸🇵 🇮 🇨 👉 @alphavehicle_,2023-04-04T10:27:24.000Z,alphavehicle,camera flash backhand index pointing right alphavehicle,alphavehicle
0.0,lino_ciliberti_official,https://www.instagram.com/p/CqnF4RbtYsE/,Posso vederla,2023-04-04T21:27:12.000Z,posso vederla,posso vederla,I can see her
1.0,abarth.hh,https://www.instagram.com/p/Cx3dOdhLxZM/,😍🔥,2023-10-01T18:41:54.000Z,,smiling face heart eye fire,
1.0,2ladies1gentleman,https://www.instagram.com/p/Cx3dOdhLxZM/,😍😍😍,2023-10-01T19:33:35.000Z,,smiling face heart eye smiling face heart eye smiling face heart eye,
1.0,nettiboholove,https://www.instagram.com/p/Cx3dOdhLxZM/,❤️❤️❤️❤️,2023-10-01T19:56:13.000Z,,red heart red heart red heart red heart,
1.0,nettisfiat500,https://www.instagram.com/p/Cx3dOdhLxZM/,😍😍😍@nettiboholove,2023-10-01T21:07:36.000Z,nettiboholove,smiling face heart eye smiling face heart eye smiling face heart eye nettiboholove,nettiboholove
1.0,nettisfiat500,https://www.instagram.com/p/Cx3dOdhLxZM/,@2ladies1gentleman ❤️,2023-10-01T21:07:45.000Z,ladiesgentleman,ladiesgentleman red heart,ladiesgentleman
0.0,nettisfiat500,https://www.instagram.com/p/Cx3dOdhLxZM/,@abarth.hh 😍,2023-10-01T21:07:56.000Z,abarth hh,abarth hh smiling face heart eye,abarth hh
1.0,abarth_695rivale,https://www.instagram.com/p/Cx3dOdhLxZM/,Niiiccceee 😍,2023-10-01T22:32:00.000Z,niiiccceee,niiiccceee smiling face heart eye,niiiccceee
0.0,nettisfiat500,https://www.instagram.com/p/Cx3dOdhLxZM/,@abarth_695rivale ich danke dir 😊,2023-10-01T22:58:09.000Z,abarth rivale ich danke dir,abarth rivale ich danke dir smiling face smiling eye,abarth rivale ich danke dir
1.0,marc_m135,https://www.instagram.com/p/Cx3dOdhLxZM/,😍😍😍,2023-10-03T11:34:38.000Z,,smiling face heart eye smiling face heart eye smiling face heart eye,
1.0,nettisfiat500,https://www.instagram.com/p/Cx3dOdhLxZM/,@marc_m135 ❤️,2023-10-03T15:21:09.000Z,marc,marc red heart,marc
1.0,pologti_suse,https://www.instagram.com/p/Cx3dOdhLxZM/,🔥😍🔥😍,2023-10-29T06:10:20.000Z,,fire smiling face heart eye fire smiling face heart eye,
0.0,nettisfiat500,https://www.instagram.com/p/Cx3dOdhLxZM/,@pologti_suse ❤️❤️❤️❤️,2023-10-29T06:35:46.000Z,pologti suse,pologti suse red heart red heart red heart red heart,the half-buried suite
1.0,riconieuwenhuijse,https://www.instagram.com/p/C3df89voMra/,🔥🔥🔥,2024-02-17T20:15:04.000Z,,fire fire fire,
1.0,reza_geleedst_,https://www.instagram.com/p/C3df89voMra/,thanks voor de fantastische service guys❤,2024-02-17T21:22:51.000Z,thanks voor de fantastische service guy,thanks voor de fantastische service guy red heart,thanks for the great service guy
1.0,hippe_auto,https://www.instagram.com/p/C3df89voMra/,@reza_geleedst_ heel graag gedaan en geniet van je mooie auto! Jij ook bedankt! 👌🏻,2024-02-17T23:34:33.000Z,reza geleedst heel graag gedaan en geniet van je mooie auto jij ook bedankt,reza geleedst heel graag gedaan en geniet van je mooie auto jij ook bedankt ok hand light skin tone,reza geleedst very gladly done and enjoy your beautiful car you too thanks
1.0,tonny_jobmaniac,https://www.instagram.com/p/C3df89voMra/,Gaaf ding baas,2024-02-19T16:38:27.000Z,gaaf ding baa,gaaf ding baa,cool thing baa
0.0,manfredmuller1,https://www.instagram.com/p/C22uw4IolX6/,Wat een beauty,2024-02-02T18:41:55.000Z,wat een beauty,wat een beauty,what a beauty
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@interiorvanja i oko mene svi jedu meso. Ja kuham muzu meso i gostima svim i razumijem te skroz. Meni je stvarno puno trebalo da skupim snagu i osnazim volju za ovu odluku.,2024-04-02T08:29:05.000Z,interiorvanja oko mene svi jedu meso ja kuham muzu meso gostima svim razumijem te skroz meni je stvarno puno trebalo da skupim snagu osnazim volju za ovu odluku,interiorvanja oko mene svi jedu meso ja kuham muzu meso gostima svim razumijem te skroz meni je stvarno puno trebalo da skupim snagu osnazim volju za ovu odluku,interiorvanja oko mene svi svi jedu meso ja kuchham muzu meso gostima svim understand te skroz meni je rzeczyno puno trebalo da skupim snagu osnazim volju za ovu odluku
1.0,skroveccmammy_home,https://www.instagram.com/p/C5P8Ve4s_ei/,Predivnooo❤,2024-04-02T08:38:18.000Z,predivnooo,predivnooo red heart,predivnooo
1.0,napoleonrockefeller,https://www.instagram.com/p/C5P8Ve4s_ei/,Lunja doesn’t look impressed 😂,2024-04-02T08:43:23.000Z,lunja look impressed,lunja look impressed face tear joy,lunja look impressed
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@anagordanec hihi on je tako mali da stane pod nju 😂,2024-04-02T08:54:17.000Z,anagordanec hihi je tako mali da stane pod nju,anagordanec hihi je tako mali da stane pod nju face tear joy,anagordanec hihi it is so small that it costs under it
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@me.de.a hvala priroda je sve 😍,2024-04-02T08:55:05.000Z,de hvala priroda je sve,de hvala priroda je sve smiling face heart eye,de thanks nature is holy
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@anita___simic tek je počela cvasti 😍,2024-04-02T08:55:27.000Z,anita simic tek je počela cvasti,anita simic tek je počela cvasti smiling face heart eye,anita simic was running around doing her best
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@ksenijavujnovic ❤,2024-04-02T08:58:57.000Z,ksenijavujnovic,ksenijavujnovic red heart,ksenijavujnovic
1.0,layered.home,https://www.instagram.com/p/C5P8Ve4s_ei/,So beautiful 👏,2024-04-02T08:59:10.000Z,beautiful,beautiful clapping hand,beautiful
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@layered.home thank you 😍,2024-04-02T09:02:37.000Z,layered home thank,layered home thank smiling face heart eye,layered home thank
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@zpixi daaa 🌴🌳🌲🌱🌿☘️🌸🌹🥀🌷🌺,2024-04-02T09:03:12.000Z,zpixi daaa,zpixi daaa palm tree deciduous tree evergreen tree seedling herb shamrock cherry blossom rose wilted flower tulip hibiscus,zpixi daaa
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@skroveccmammy3 hvala punoo 😍,2024-04-02T09:03:21.000Z,skroveccmammy hvala punoo,skroveccmammy hvala punoo smiling face heart eye,skroveccmammy thank you punoo
1.0,_lu.mia_,https://www.instagram.com/p/C5P8Ve4s_ei/,Preeeedivno😍,2024-04-02T09:05:03.000Z,preeeedivno,preeeedivno smiling face heart eye,preeeedivno
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,"@napoleonrockefeller Lunjo is not happy because my car is in his yard/living room. the garage is not finished yet, so he has to be patient a little longer 🙈",2024-04-02T09:05:32.000Z,napoleonrockefeller lunjo happy car yard living room garage finished yet patient little longer,napoleonrockefeller lunjo happy car yard living room garage finished yet patient little longer see evil monkey,napoleonrockefeller lunjo happy car yard living room garage finished yet patient little longer
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,"@marinchy_ bas svaka čast, drago mi je da nas ima još ❤❤❤",2024-04-02T09:11:55.000Z,marinchy ba svaka čast drago mi je da na ima još,marinchy ba svaka čast drago mi je da na ima još red heart red heart red heart,"marinchy, thank you very much, it is dear to me to have you here"
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@_lu.mia_ hvala punoo 😍,2024-04-02T09:19:15.000Z,lu mia hvala punoo,lu mia hvala punoo smiling face heart eye,lu mia thank you punoo
1.0,mladema105,https://www.instagram.com/p/C5P8Ve4s_ei/,😍😍💜🩷,2024-04-02T09:31:38.000Z,,smiling face heart eye smiling face heart eye purple heart pink heart,
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@mladema105 ❤❤❤,2024-04-02T09:46:03.000Z,mladema,mladema red heart red heart red heart,mladema
1.0,napoleonrockefeller,https://www.instagram.com/p/C5P8Ve4s_ei/,@queenstangleddesires bless! 😂,2024-04-02T09:50:42.000Z,queenstangleddesires bless,queenstangleddesires bless face tear joy,queenstangleddesires bless
1.0,vrbickiljiljana,https://www.instagram.com/p/C5P8Ve4s_ei/,Evo i ja malo.pomalo vegeterijanac a rado bi bila i vegan..tesko je ali nije neizvedivo😄krasan je tvoj  autic i jos malo i on bude imao svoju sobu😄😄👏,2024-04-02T09:51:20.000Z,evo ja malo pomalo vegeterijanac rado bi bila vegan tesko je ali nije neizvedivo krasan je tvoj autic jos malo bude imao svoju sobu,evo ja malo pomalo vegeterijanac rado bi bila vegan tesko je ali nije neizvedivo grinning face smiling eye krasan je tvoj autic jos malo bude imao svoju sobu grinning face smiling eye grinning face smiling eye clapping hand,"behold, yes, a little bit vegan I'd like to be vegan whether it's hard or not it's not unfeasible krasan je je tavo autotic jos malo bude imao svoju sobu"
1.0,boho_home_,https://www.instagram.com/p/C5P8Ve4s_ei/,Gorgeous snaps 😍hope you are well 🤎🤎🤎,2024-04-02T09:57:04.000Z,gorgeous snap hope well,gorgeous snap smiling face heart eye hope well brown heart brown heart brown heart,gorgeous snap hope well
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,"@boho_home_ thank you, have a nice day 😍",2024-04-02T10:01:29.000Z,boho home thank nice day,boho home thank nice day smiling face heart eye,boho home thank nice day
1.0,inesperger,https://www.instagram.com/p/C5P8Ve4s_ei/,👏😍sve,2024-04-02T10:13:59.000Z,sve,clapping hand smiling face heart eye sve,sve
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@inesperger ljubim 😘,2024-04-02T10:28:08.000Z,inesperger ljubim,inesperger ljubim face blowing kiss,inesperger I love
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@vrbickiljiljana o pa braaavooo svaki korak je veliki korak 😍 Lonjo se veseli da Ficek bude u ‘ svojoj’ a ne njegovoj sobi 😂,2024-04-02T10:31:06.000Z,vrbickiljiljana pa braaavooo svaki korak je veliki korak lonjo se veseli da ficek bude u svojoj ne njegovoj sobi,vrbickiljiljana pa braaavooo svaki korak je veliki korak smiling face heart eye lonjo se veseli da ficek bude u svojoj ne njegovoj sobi face tear joy,"but every step is a big step, and he is looking forward to having the baby in his room"
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@napoleonrockefeller 🙈,2024-04-02T10:32:41.000Z,napoleonrockefeller,napoleonrockefeller see evil monkey,napoleon rockefeller
1.0,vrbickiljiljana,https://www.instagram.com/p/C5P8Ve4s_ei/,@queenstangleddesires haha jako je slatki i umiljati🥰,2024-04-02T10:56:09.000Z,queenstangleddesires haha jako je slatki umiljati,queenstangleddesires haha jako je slatki umiljati smiling face heart,queenstangleddesires haha like the slatki umiljati
1.0,divnin_svijet,https://www.instagram.com/p/C5P8Ve4s_ei/,"@queenstangleddesires , slazem se🌿🌿🌿",2024-04-02T11:37:49.000Z,queenstangleddesires slazem se,queenstangleddesires slazem se herb herb herb,queenstangleddesires slazem se
1.0,ljiljanajevtic54,https://www.instagram.com/p/C5P8Ve4s_ei/,Sretni radovi...🙌,2024-04-02T13:01:12.000Z,sretni radovi,sretni radovi raising hand,Sretni radovi
1.0,slavicasbokor,https://www.instagram.com/p/C5P8Ve4s_ei/,Ma divno vam je baš😍❤️🌿,2024-04-02T13:42:16.000Z,divno vam je baš,divno vam je baš smiling face heart eye red heart herb,"you are strange, you bastard"
1.0,anita.sabol,https://www.instagram.com/p/C5P8Ve4s_ei/,"Divno ti je dvorište 🌿 moja kćer ne jede meso 7 god, divim vam se",2024-04-02T13:57:48.000Z,divno ti je dvorište moja kćer ne jede meso god divim vam se,divno ti je dvorište herb moja kćer ne jede meso god divim vam se,"my courtyard is strange to you, who does not eat meat god I marvel at you"
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@slavicasbokor hvala punoo 😍,2024-04-02T15:05:38.000Z,slavicasbokor hvala punoo,slavicasbokor hvala punoo smiling face heart eye,slavicasbokor thank you punoo
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@anita.sabol pa svaka čast. Nije to laka oduka 👏,2024-04-02T15:06:37.000Z,anita sabol pa svaka čast nije laka oduka,anita sabol pa svaka čast nije laka oduka clapping hand,"anita sabol, however, your honour is not a bad idea"
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@ljiljanajevtic54 hvala punooo 😍😍😍,2024-04-02T15:06:58.000Z,ljiljanajevtic hvala punooo,ljiljanajevtic hvala punooo smiling face heart eye smiling face heart eye smiling face heart eye,ljiljanajevtic thank you punooo
1.0,sarisa8692,https://www.instagram.com/p/C5P8Ve4s_ei/,Koja divotaaa😍😍ja sam sirovoj ishrani već treću godinu🍇🥬🥝pozdrav  za tebe I Lunju!,2024-04-02T15:15:40.000Z,koja divotaaa ja sam sirovoj ishrani već treću godinu pozdrav za tebe lunju,koja divotaaa smiling face heart eye smiling face heart eye ja sam sirovoj ishrani već treću godinu grape leafy green kiwi fruit pozdrav za tebe lunju,"what a savage I've been eating cheese for three years, my regards to you lunju"
1.0,ljubav_more,https://www.instagram.com/p/C5P8Ve4s_ei/,😍🌸🌱❤️Predivno sve🌸,2024-04-02T15:26:12.000Z,predivno sve,smiling face heart eye cherry blossom seedling red heart predivno sve cherry blossom,predictably fresh
1.0,mk_littlelinesoflife,https://www.instagram.com/p/C5P8Ve4s_ei/,Krasno 😍 🌿🌸🥰,2024-04-02T17:11:19.000Z,krasno,krasno smiling face heart eye herb cherry blossom smiling face heart,krasno
1.0,verica.jergan,https://www.instagram.com/p/C5P8Ve4s_ei/,Javor je predivan 👍🌿🤍,2024-04-02T22:17:02.000Z,javor je predivan,javor je predivan thumb herb white heart,the maple is spun
1.0,feeding_art,https://www.instagram.com/p/C5P8Ve4s_ei/,Predivno izgleda 😍😍😍,2024-04-03T01:10:23.000Z,predivno izgleda,predivno izgleda smiling face heart eye smiling face heart eye smiling face heart eye,looks too weird
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@verica.jergan hvala puno 😍,2024-04-03T04:47:26.000Z,verica jergan hvala puno,verica jergan hvala puno smiling face heart eye,verica jergan thank you puno
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@mk_littlelinesoflife hvaaalaaa 😍,2024-04-03T04:47:34.000Z,mk littlelinesoflife hvaaalaaa,mk littlelinesoflife hvaaalaaa smiling face heart eye,mk littlelinesoflife hvaaalaaa
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@feeding_art hvala puno 😍,2024-04-03T04:48:17.000Z,feeding art hvala puno,feeding art hvala puno smiling face heart eye,feeding art hvala puno
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@ljubav_more hvala ti punoo 😍,2024-04-03T04:49:20.000Z,ljubav hvala ti punoo,ljubav hvala ti punoo smiling face heart eye,love thank you punoo
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@sarisa8692 uuuu pa bravooo. Pokusavam i ja uvesti sto češće sirovo!,2024-04-03T04:50:53.000Z,sarisa uuuu pa bravooo pokusavam ja uvesti sto češće sirovo,sarisa uuuu pa bravooo pokusavam ja uvesti sto češće sirovo,sarisa uuuuu but bravooo I'm trying to introduce a hundred Czech cheeses
1.0,sanjadragas.m2,https://www.instagram.com/p/C5P8Ve4s_ei/,Samo zivaca sve ce to biti divno 😍😍,2024-04-03T22:56:34.000Z,samo zivaca sve ce biti divno,samo zivaca sve ce biti divno smiling face heart eye smiling face heart eye,only fishermen are allowed to be strange
1.0,ljiljanazebec,https://www.instagram.com/p/C5P8Ve4s_ei/,I ja se slazem sa Lunjom. Vidim da je najveci postotak glasova na njegovoj strani. 🙌Lunjo je kralj😍 Glicinija ti je super kao i crvenolisni javor❤️,2024-04-04T09:17:11.000Z,ja se slazem sa lunjom vidim da je najveci postotak glasova na njegovoj strani lunjo je kralj glicinija ti je super kao crvenolisni javor,ja se slazem sa lunjom vidim da je najveci postotak glasova na njegovoj strani raising hand lunjo je kralj smiling face heart eye glicinija ti je super kao crvenolisni javor red heart,"yes, I am with lunjo and I see that the biggest vote is on his side lunjo is the king of glycine and you are great as a blushing maple tree"
1.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@sanjadragas.m2 punooooo živaca 😍,2024-04-04T17:46:09.000Z,sanjadragas punooooo živaca,sanjadragas punooooo živaca smiling face heart eye,dreamcatcher punooooooo alive
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@ljiljanazebec pa kad je Lunjo u pravu 😍 biljcice su sve 😍,2024-04-04T17:46:47.000Z,ljiljanazebec pa kad je lunjo u pravu biljcice su sve,ljiljanazebec pa kad je lunjo u pravu smiling face heart eye biljcice su sve smiling face heart eye,"ljiljanazebec, but when it comes to the law, the billions are all"
0.0,neha56568467875,https://www.instagram.com/p/C5P8Ve4s_ei/,Extremely happy to see how far you've progressed!,2024-04-04T23:24:24.000Z,extremely happy see far progressed,extremely happy see far progressed,extremely happy see far progressed
0.0,jelena_safran,https://www.instagram.com/p/C5P8Ve4s_ei/,Vegan!!!❤️🙌..,2024-04-05T05:48:57.000Z,vegan,vegan red heart raising hand,vegan
0.0,queenstangleddesires,https://www.instagram.com/p/C5P8Ve4s_ei/,@jelena_safran ma svaka čast,2024-04-18T18:32:48.000Z,jelena safran svaka čast,jelena safran svaka čast,deer saffron - deer saffron - deer saffron - deer saffron - deer saffron
0.0,alecbasson,https://www.instagram.com/p/CarYKV4gVRB/,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2022-03-06T05:46:03.000Z,,red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart,
0.0,verushka_r,https://www.instagram.com/p/CarYKV4gVRB/,@bavishka_ramlall  @i_am_denishen,2022-07-19T16:39:20.000Z,bavishka ramlall denishen,bavishka ramlall denishen,bavishka ramlall denishen
0.0,jus_jammy,https://www.instagram.com/p/CarYKV4gVRB/,Do u have an auto in this color in stock,2022-12-21T17:34:30.000Z,u auto color stock,u auto color stock,u auto colour stock
0.0,__fashion.nova33,https://www.instagram.com/p/CoHzBNaM7XB/,𝐒𝐞𝐧𝐝 𝐘𝐨𝐮𝐫 𝐏𝐢𝐜👉 @fashion_models.ig,2023-02-01T13:42:07.000Z,𝐒𝐞𝐧𝐝 𝐘𝐨𝐮𝐫 𝐏𝐢𝐜 fashion model ig,𝐒𝐞𝐧𝐝 𝐘𝐨𝐮𝐫 𝐏𝐢𝐜 backhand index pointing right fashion model ig,𝐒𝐞𝐧𝐝 𝐘𝐨𝐮𝐫 𝐏𝐢𝐜 fashion model ig
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,#snow #schnee #letitsnow #austrianature #austrianblogger #fiat #fiat500 #fiatdolcevita #allwhite #winter #wintermood,2023-02-01T13:42:55.000Z,snow schnee letitsnow austrianature austrianblogger fiat fiat fiatdolcevita allwhite winter wintermood,snow schnee letitsnow austrianature austrianblogger fiat fiat fiatdolcevita allwhite winter wintermood,snow schnee letitsnow austrianature austrianblogger fiat fiat fiatdolcevita allwhite winter wintermood
0.0,anjelasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,#beige #neutrals #beigevibes #beigeaesthetics #outfit #ootd #neutraltones #beigetones #aesthetic #aesthetics #babystyle #aestheticphotography #aestheticposts #neutralshades #aesthicallypleasing #lookdujour #lestylealafrançais #ａｅｓｔｈｅｔｉｃ,2023-02-01T13:48:24.000Z,beige neutral beigevibes beigeaesthetics outfit ootd neutraltones beigetones aesthetic aesthetic babystyle aestheticphotography aestheticposts neutralshades aesthicallypleasing lookdujour lestylealafrançais ａｅｓｔｈｅｔｉｃ,beige neutral beigevibes beigeaesthetics outfit ootd neutraltones beigetones aesthetic aesthetic babystyle aestheticphotography aestheticposts neutralshades aesthicallypleasing lookdujour lestylealafrançais ａｅｓｔｈｅｔｉｃ,beige neutral beigevibes beigeaesthetics outfit ootd neutraltones beigetones aesthetic aesthetic babystyle aestheticphotography aestheticposts neutralshades aesthicallypleasing lookdujour lestylealafrançais ａｅｓｔｈｅｔｉｃ
1.0,_suada.1,https://www.instagram.com/p/CoHzBNaM7XB/,oh sa bukur😍😍,2023-02-01T13:52:06.000Z,oh sa bukur,oh sa bukur smiling face heart eye smiling face heart eye,oh sa bukur
1.0,sabibdr,https://www.instagram.com/p/CoHzBNaM7XB/,Wow so viel Schnee ❄️ sind richtig schöne Bilder ❤️,2023-02-01T14:00:23.000Z,wow viel schnee sind richtig schöne bilder,wow viel schnee snowflake sind richtig schöne bilder red heart,wow lots of snow are really nice pictures
1.0,carrieslifestyle,https://www.instagram.com/p/CoHzBNaM7XB/,So toll 👏,2023-02-01T14:06:07.000Z,toll,toll clapping hand,toll
1.0,alketasgallery,https://www.instagram.com/p/CoHzBNaM7XB/,Super ❄️ 😍,2023-02-01T14:25:09.000Z,super,super snowflake smiling face heart eye,super
1.0,pattydecor,https://www.instagram.com/p/CoHzBNaM7XB/,😍😍😍,2023-02-01T14:59:11.000Z,,smiling face heart eye smiling face heart eye smiling face heart eye,
